Name,Age,birthdate,oscar wins,oscar nominations,Actor Portrait,Box Office Earnings,Avg Tmeter,Avg Pmeter,Best Tmeter Title,Best Tmeter poster,Best Tmeter Tmeter,Best Tmeter Tmeter Icon,Best Tmeter Pmeter,Best Tmeter Pmeter Icon,Best Tmeter Box Office,Best Box Office Title,Best Box Office poster,Best Box Office Tmeter,Best Box Office Tmeter Icon,Best Box Office Pmeter,Best Box Office Pmeter Icon,Best Box Office Box Office,Best Pmeter Title,Best Pmeter poster,Best Pmeter Tmeter,Best Pmeter Tmeter Icon,Best Pmeter Pmeter,Best Pmeter Pmeter Icon,Best Pmeter Box Office,Worst Tmeter Title,Worst Tmeter poster,Worst Tmeter Tmeter,Worst Tmeter Tmeter Icon,Worst Tmeter Pmeter,Worst Tmeter Pmeter Icon,Worst Tmeter Box Office,Worst Pmeter Title,Worst Pmeter poster,Worst Pmeter Tmeter,Worst Pmeter Tmeter Icon,Worst Pmeter Pmeter,Worst Pmeter Pmeter Icon,Worst Pmeter Box Office
Dwayne Johnson,52,1972-05-02,0,0,,$5.13B,52,65,Moana,,95.0,FreshTomato.png,89.0,FreshPopcorn.png,$315.81M,Jumanji: Welcome to the Jungle,,76.0,FreshTomato.png,87.0,FreshPopcorn.png,$502.87M,Jungle Cruise,,62.0,FreshTomato.png,92.0,FreshPopcorn.png,$131.55M,Baywatch,,17.0,RottenTomato.png,56.0,RottenPopcorn.png,$72.17M,Doom,,18.0,RottenTomato.png,34.0,RottenPopcorn.png,$44.02M
