Actor Name,Age,birthdate,oscar wins,oscar nominations,Actor Portrait,Total Box Office Earnings (Adjusted for Inflation),Average Tomatometer,Average Popcornmeter,Highest Tomatometer Title,Highest Tomatometer poster,Highest Tomatometer Tomatometer,Highest Tomatometer Tomatometer Icon,Highest Tomatometer Popcornmeter,Highest Tomatometer Popcornmeter Icon,Highest Tomatometer Box Office,Highest Box Office Title,Highest Box Office poster,Highest Box Office Tomatometer,Highest Box Office Tomatometer Icon,Highest Box Office Popcornmeter,Highest Box Office Popcornmeter Icon,Highest Box Office Box Office,Highest Popcornmeter Title,Highest Popcornmeter poster,Highest Popcornmeter Tomatometer,Highest Popcornmeter Tomatometer Icon,Highest Popcornmeter Popcornmeter,Highest Popcornmeter Popcornmeter Icon,Highest Popcornmeter Box Office,Lowest Tomatometer Title,Lowest Tomatometer poster,Lowest Tomatometer Tomatometer,Lowest Tomatometer Tomatometer Icon,Lowest Tomatometer Popcornmeter,Lowest Tomatometer Popcornmeter Icon,Lowest Tomatometer Box Office,Lowest Popcornmeter Title,Lowest Popcornmeter poster,Lowest Popcornmeter Tomatometer,Lowest Popcornmeter Tomatometer Icon,Lowest Popcornmeter Popcornmeter,Lowest Popcornmeter Popcornmeter Icon,Lowest Popcornmeter Box Office
Denzel Washington,70,1954-12-28,2,9,insert actor image column,$2.55B,66,72,Glory,,95.0,FreshTomato.png,,93.0,FreshPopcorn.png,,$26.98M,American Gangster,,81.0,FreshTomato.png,,90.0,FreshPopcorn.png,,$130.16M,A Journal for Jordan,,39.0,RottenTomato.png,,95.0,FreshPopcorn.png,,$6.55M,Carbon Copy,,0.0,RottenTomato.png,,39.0,RottenPopcorn.png,,$9.57M,Virtuosity,,32.0,RottenTomato.png,,32.0,RottenPopcorn.png,,$24.05M
Ryan Reynolds,48,1976-10-23,0,0,insert actor image column,$332.89M,50,64,Turbo,,67.0,FreshTomato.png,,65.0,FreshPopcorn.png,,$83.03M,Safe House,,53.0,RottenTomato.png,,63.0,FreshPopcorn.png,,$126.37M,Woman in Gold,,57.0,RottenTomato.png,,79.0,FreshPopcorn.png,,$33.31M,Criminal,,30.0,RottenTomato.png,,47.0,RottenPopcorn.png,,$14.71M,Criminal,,30.0,RottenTomato.png,,47.0,RottenPopcorn.png,,$14.71M
