Name,Age,birthdate,oscar wins,oscar nominations,Actor Portrait,Box Office Earnings,Avg Tmeter,Avg Pmeter,Best Tmeter Title,Best Tmeter poster,Best Tmeter Tmeter,Best Tmeter Tmeter Icon,Best Tmeter Pmeter,Best Tmeter Pmeter Icon,Best Tmeter Box Office,Best Box Office Title,Best Box Office poster,Best Box Office Tmeter,Best Box Office Tmeter Icon,Best Box Office Pmeter,Best Box Office Pmeter Icon,Best Box Office Box Office,Best Pmeter Title,Best Pmeter poster,Best Pmeter Tmeter,Best Pmeter Tmeter Icon,Best Pmeter Pmeter,Best Pmeter Pmeter Icon,Best Pmeter Box Office,Worst Tmeter Title,Worst Tmeter poster,Worst Tmeter Tmeter,Worst Tmeter Tmeter Icon,Worst Tmeter Pmeter,Worst Tmeter Pmeter Icon,Worst Tmeter Box Office,Worst Pmeter Title,Worst Pmeter poster,Worst Pmeter Tmeter,Worst Pmeter Tmeter Icon,Worst Pmeter Pmeter,Worst Pmeter Pmeter Icon,Worst Pmeter Box Office
Meryl Streep,75,1949-06-22,3,21,,$2.78B,68,63,Defending Your Life,,98.0,FreshTomato.png,83.0,FreshPopcorn.png,$36.62M,Out of Africa,,62.0,FreshTomato.png,82.0,FreshPopcorn.png,$246.57M,The Bridges of Madison County,,90.0,FreshTomato.png,87.0,FreshPopcorn.png,$142.99M,Lions for Lambs,,27.0,RottenTomato.png,47.0,RottenPopcorn.png,$22.05M,Before and After,,32.0,RottenTomato.png,35.0,RottenPopcorn.png,$17.09M
