Name,Age,birthdate,oscar wins,oscar nominations,Actor Portrait,Box Office Earnings,Avg Tmeter,Avg Pmeter,Best Tmeter Title,Best Tmeter poster,Best Tmeter Tmeter,Best Tmeter Tmeter Icon,Best Tmeter Pmeter,Best Tmeter Pmeter Icon,Best Tmeter Box Office,Best Box Office Title,Best Box Office poster,Best Box Office Tmeter,Best Box Office Tmeter Icon,Best Box Office Pmeter,Best Box Office Pmeter Icon,Best Box Office Box Office,Best Pmeter Title,Best Pmeter poster,Best Pmeter Tmeter,Best Pmeter Tmeter Icon,Best Pmeter Pmeter,Best Pmeter Pmeter Icon,Best Pmeter Box Office,Worst Tmeter Title,Worst Tmeter poster,Worst Tmeter Tmeter,Worst Tmeter Tmeter Icon,Worst Tmeter Pmeter,Worst Tmeter Pmeter Icon,Worst Tmeter Box Office,Worst Pmeter Title,Worst Pmeter poster,Worst Pmeter Tmeter,Worst Pmeter Tmeter Icon,Worst Pmeter Pmeter,Worst Pmeter Pmeter Icon,Worst Pmeter Box Office
Leonardo DiCaprio,50,1974-11-11,1,6,,$4.09B,69,74,Catch Me if You Can,,96.0,FreshTomato.png,89.0,FreshPopcorn.png,$278.81M,Titanic,,88.0,FreshTomato.png,69.0,FreshPopcorn.png,$1.28B,The Departed,,91.0,FreshTomato.png,94.0,FreshPopcorn.png,$200.11M,The Beach,,21.0,RottenTomato.png,57.0,RottenPopcorn.png,$70.4M,Celebrity,,42.0,RottenTomato.png,42.0,RottenPopcorn.png,$9.49M
